Airline_ID,Source_IATA,Source_ID,Destination_IATA,Destination_ID,Codeshare,Route_ID
410,AER,2965,KZN,2990,N,1
410,ASF,2966,KZN,2990,N,2
410,ASF,2966,MRV,2962,N,3
410,CEK,2968,KZN,2990,N,4
410,CEK,2968,OVB,4078,N,5
410,DME,4029,KZN,2990,N,6
410,DME,4029,NBC,6969,N,7
410,DME,4029,UUA,6160,N,8
410,EGO,6156,KGD,2952,N,9
410,EGO,6156,KZN,2990,N,10
410,GYD,2922,NBC,6969,N,11
410,KGD,2952,EGO,6156,N,12
410,KZN,2990,AER,2965,N,13
410,KZN,2990,ASF,2966,N,14
410,KZN,2990,CEK,2968,N,15
410,KZN,2990,DME,4029,N,16
410,KZN,2990,EGO,6156,N,17
410,KZN,2990,LED,2948,N,18
410,KZN,2990,SVX,2975,N,19
410,LED,2948,KZN,2990,N,20
410,LED,2948,NBC,6969,N,21
410,LED,2948,UUA,6160,N,22
410,MRV,2962,ASF,2966,N,23
410,NBC,6969,DME,4029,N,24
410,NBC,6969,GYD,2922,N,25
410,NBC,6969,LED,2948,N,26
410,NBC,6969,SVX,2975,N,27
410,NJC,2972,SVX,2975,N,28
410,NJC,2972,UUA,6160,N,29
410,NUX,4364,SVX,2975,N,30
410,OVB,4078,CEK,2968,N,31
410,OVB,4078,SVX,2975,N,32
410,SVX,2975,KZN,2990,N,33
410,SVX,2975,NBC,6969,N,34
410,SVX,2975,NJC,2972,N,35
410,SVX,2975,NUX,4364,N,36
410,SVX,2975,OVB,4078,N,37
410,UUA,6160,DME,4029,N,38
410,UUA,6160,LED,2948,N,39
410,UUA,6160,NJC,2972,N,40
8359,AYP,2786,LIM,2789,N,41
8359,CUZ,2812,LIM,2789,N,42
8359,CUZ,2812,PEM,2808,N,43
8359,HUU,6067,LIM,2789,N,44
8359,IQT,2801,PCL,2781,N,45
8359,IQT,2801,TPP,2806,N,46
8359,LIM,2789,AYP,2786,N,47
8359,LIM,2789,CUZ,2812,N,48
8359,LIM,2789,HUU,6067,N,49
8359,LIM,2789,PCL,2781,N,50
8359,LIM,2789,TPP,2806,N,51
8359,PCL,2781,IQT,2801,N,52
8359,PCL,2781,LIM,2789,N,53
8359,PCL,2781,TPP,2806,N,54
8359,PEM,2808,CUZ,2812,N,55
8359,TPP,2806,IQT,2801,N,56
8359,TPP,2806,LIM,2789,N,57
8359,TPP,2806,PCL,2781,N,58
470,ABJ,253,BOY,247,N,59
470,ABJ,253,OUA,246,N,60
470,ACC,248,OUA,246,N,61
470,BKO,1044,ABJ,253,N,62
470,BKO,1044,DKR,1084,N,63
470,BKO,1044,OUA,246,N,64
470,BOY,247,ABJ,253,N,65
470,BOY,247,OUA,246,N,66
470,COO,245,LFW,298,N,67
470,COO,245,OUA,246,N,68
470,DKR,1084,BKO,1044,N,69
470,DKR,1084,OUA,246,N,70
470,LFW,298,OUA,246,N,71
470,NIM,280,OUA,246,N,72
470,OUA,246,ABJ,253,N,73
470,OUA,246,ACC,248,N,74
470,OUA,246,BKO,1044,N,75
470,OUA,246,BOY,247,N,76
470,OUA,246,COO,245,N,77
470,OUA,246,DKR,1084,N,78
470,OUA,246,LFW,298,N,79
470,OUA,246,NIM,280,N,80
1338,BOG,2709,GYE,2673,N,81
1338,BOG,2709,UIO,2688,N,82
1338,CLO,2715,GYE,2673,N,83
1338,GYE,2673,BOG,2709,N,84
1338,GYE,2673,CLO,2715,N,85
1338,GYE,2673,SCY,6045,N,86
1338,GYE,2673,UIO,2688,N,87
1338,OCC,2670,UIO,2688,N,88
1338,SCY,6045,GYE,2673,N,89
1338,UIO,2688,BOG,2709,N,90
1338,UIO,2688,GYE,2673,N,91
1338,UIO,2688,OCC,2670,N,92
2750,BDS,1506,ZRH,1678,N,93
2750,BOD,1264,ZRH,1678,N,94
2750,BRS,490,ZRH,1678,N,95
2750,GVA,1665,LPA,1054,N,96
2750,LCA,1197,ZRH,1678,N,97
2750,LPA,1054,ZRH,1678,N,98
2750,RMF,4197,ZRH,1678,N,99
2750,TFS,1056,GVA,1665,N,100
2750,ZRH,1678,BDS,1506,N,101
2750,ZRH,1678,BOD,1264,N,102
2750,ZRH,1678,BRS,490,N,103
2750,ZRH,1678,LCA,1197,N,104
2750,ZRH,1678,LPA,1054,N,105
2750,ZRH,1678,RMF,4197,N,106
3652,AJR,730,LYC,719,N,107
3652,ARN,737,GEV,715,N,108
3652,ARN,737,HAD,709,N,109
3652,ARN,737,JKG,688,N,110
3652,ARN,737,KRF,718,N,111
3652,ARN,737,KSD,5595,N,112
3652,ARN,737,LYC,719,N,113
3652,ARN,737,MHQ,442,N,114
3652,ARN,737,OER,722,N,115
3652,ARN,737,POR,448,N,116
3652,ARN,737,TRF,664,N,117
3652,ARN,737,VBY,746,N,118
3652,ARN,737,VHM,729,N,119
3652,ARN,737,VXO,711,N,120
3652,GEV,715,ARN,737,N,121
3652,GEV,715,KRF,718,N,122
3652,HAD,709,ARN,737,N,123
3652,HAD,709,JKG,688,N,124
3652,HAD,709,VXO,711,N,125
3652,HMV,5599,VHM,729,N,126
3652,JKG,688,ARN,737,N,127
3652,JKG,688,HAD,709,N,128
3652,KOK,435,POR,448,N,129
3652,KRF,718,ARN,737,N,130
3652,KRF,718,GEV,715,N,131
3652,KSD,5595,ARN,737,N,132
3652,LYC,719,AJR,730,N,133
3652,LYC,719,ARN,737,N,134
3652,MHQ,442,ARN,737,N,135
3652,MHQ,442,TKU,460,N,136
3652,OER,722,ARN,737,N,137
3652,OSL,644,VXO,711,N,138
3652,POR,448,ARN,737,N,139
3652,POR,448,KOK,435,N,140
3652,TKU,460,MHQ,442,N,141
3652,TRF,664,ARN,737,N,142
3652,VBY,746,ARN,737,N,143
3652,VHM,729,ARN,737,N,144
3652,VHM,729,HMV,5599,N,145
3652,VXO,711,ARN,737,N,146
3652,VXO,711,OSL,644,N,147
146,ADQ,3531,KLN,7162,N,148
146,KLN,7162,KYK,7161,N,149
897,BSO,6019,MNL,2397,N,150
897,BXU,4200,MNL,2397,N,151
897,CBO,2399,MNL,2397,N,152
897,CRM,6024,MNL,2397,N,153
897,DGT,2425,MNL,2397,N,154
897,DWC,8076,MNL,2397,N,155
897,GES,2402,MNL,2397,Y,156
897,KLO,2430,MNL,2397,N,157
897,LGP,4203,MNL,2397,N,158
897,MNL,2397,BSO,6019,N,159
897,MNL,2397,BXU,4200,N,160
897,MNL,2397,CBO,2399,N,161
897,MNL,2397,CRM,6024,N,162
897,MNL,2397,DGT,2425,N,163
897,MNL,2397,DWC,8076,N,164
897,MNL,2397,GES,2402,Y,165
897,MNL,2397,KLO,2430,N,166
897,MNL,2397,LGP,4203,N,167
897,MNL,2397,MPH,2426,N,168
897,MNL,2397,OZC,4204,N,169
897,MNL,2397,PPS,2433,N,170
897,MNL,2397,RXS,6026,N,171
897,MNL,2397,SUG,6016,N,172
897,MNL,2397,TUG,6021,N,173
897,MNL,2397,ZAM,2404,N,174
897,MPH,2426,MNL,2397,N,175
897,OZC,4204,MNL,2397,N,176
897,PPS,2433,MNL,2397,N,177
897,RXS,6026,MNL,2397,N,178
897,SUG,6016,MNL,2397,N,179
897,TUG,6021,MNL,2397,N,180
897,ZAM,2404,MNL,2397,N,181
10739,BRL,5726,ORD,3830,N,182
10739,BRL,5726,STL,3678,N,183
10739,DEC,4042,ORD,3830,N,184
10739,DEC,4042,STL,3678,N,185
10739,JBR,3591,STL,3678,N,186
10739,ORD,3830,BRL,5726,N,187
10739,ORD,3830,DEC,4042,N,188
10739,STL,3678,BRL,5726,N,189
10739,STL,3678,DEC,4042,N,190
10739,STL,3678,JBR,3591,N,191
16262,KTN,3808,MTM,7146,N,192
16262,MTM,7146,KTN,3808,N,193
595,ACC,248,DKR,1084,N,194
595,ACC,248,LOS,273,N,195
595,ACC,248,ROB,1063,N,196
595,BCN,1218,BJL,1050,N,197
595,BJL,1050,BCN,1218,N,198
595,BJL,1050,DKR,1084,N,199
595,BJL,1050,FNA,1059,N,200
595,CKY,4162,OXB,5665,N,201
595,DKR,1084,ACC,248,N,202
595,DKR,1084,BJL,1050,N,203
595,DKR,1084,DLA,897,N,204
595,DKR,1084,FNA,1059,N,205
595,DKR,1084,LOS,273,N,206
595,DKR,1084,OXB,5665,N,207
595,DLA,897,DKR,1084,N,208
595,DLA,897,LOS,273,N,209
595,FNA,1059,BJL,1050,N,210
595,FNA,1059,DKR,1084,N,211
595,FNA,1059,LGW,502,N,212
595,FNA,1059,ROB,1063,N,213
595,LGW,502,FNA,1059,N,214
595,LOS,273,ACC,248,N,215
595,LOS,273,DKR,1084,N,216
595,LOS,273,DLA,897,N,217
595,LOS,273,ROB,1063,N,218
595,OXB,5665,CKY,4162,N,219
595,OXB,5665,DKR,1084,N,220
595,ROB,1063,ACC,248,N,221
595,ROB,1063,FNA,1059,N,222
595,ROB,1063,LOS,273,N,223
3021,BKK,3885,SIN,3316,N,224
3021,DRW,3999,SIN,3316,N,225
3021,HAK,4120,SIN,3316,N,226
3021,HGH,3386,SIN,3316,N,227
3021,HKG,3077,SIN,3316,N,228
3021,HKT,3179,SIN,3316,N,229
3021,KIX,3992,MNL,2397,N,230
3021,KIX,3992,TPE,2276,N,231
3021,KUL,3304,SIN,3316,N,232
3021,MNL,2397,KIX,3992,N,233
3021,MNL,2397,SIN,3316,N,234
3021,PEN,3308,SIN,3316,N,235
3021,PER,3351,SIN,3316,N,236
3021,PNH,3034,SIN,3316,N,237
3021,REP,3035,SIN,3316,N,238
3021,RGN,3239,SIN,3316,N,239
3021,SGN,3205,SIN,3316,N,240
3021,SIN,3316,BKK,3885,N,241
3021,SIN,3316,DRW,3999,N,242
3021,SIN,3316,HAK,4120,N,243
3021,SIN,3316,HGH,3386,N,244
3021,SIN,3316,HKG,3077,N,245
3021,SIN,3316,HKT,3179,N,246
3021,SIN,3316,KUL,3304,N,247
3021,SIN,3316,MNL,2397,N,248
3021,SIN,3316,PEN,3308,N,249
3021,SIN,3316,PER,3351,N,250
3021,SIN,3316,PNH,3034,N,251
3021,SIN,3316,REP,3035,N,252
3021,SIN,3316,RGN,3239,N,253
3021,SIN,3316,SGN,3205,N,254
3021,SIN,3316,SWA,4302,N,255
3021,SIN,3316,TPE,2276,N,256
3021,SWA,4302,SIN,3316,N,257
3021,TPE,2276,KIX,3992,N,258
3021,TPE,2276,SIN,3316,N,259
2916,ACH,1679,EBA,1558,N,260
2916,DRS,338,ZRH,1678,N,261
2916,DUS,345,FDH,382,N,262
2916,EBA,1558,ACH,1679,N,263
2916,EBA,1558,FDH,382,N,264
2916,EBA,1558,MUC,346,N,265
2916,EBA,1558,ZRH,1678,N,266
2916,FDH,382,DUS,345,N,267
2916,FDH,382,EBA,1558,N,268
2916,FDH,382,HAM,342,N,269
2916,FDH,382,OLB,1520,N,270
2916,FDH,382,TXL,351,N,271
2916,FDH,382,ZAD,1209,N,272
2916,FMM,3986,NAP,1561,N,273
2916,GRZ,1609,ZRH,1678,N,274
2916,HAM,342,FDH,382,N,275
2916,MUC,346,EBA,1558,N,276
2916,NAP,1561,FMM,3986,N,277
2916,OLB,1520,FDH,382,N,278
2916,SZG,1612,ZRH,1678,N,279
2916,TXL,351,FDH,382,N,280
2916,ZAD,1209,FDH,382,N,281
2916,ZRH,1678,DRS,338,N,282
2916,ZRH,1678,EBA,1558,N,283
2916,ZRH,1678,GRZ,1609,N,284
2916,ZRH,1678,SZG,1612,N,285
20710,ATL,3682,LWB,6958,N,286
20710,ATL,3682,MCN,3754,N,287
20710,ATL,3682,MEI,4335,N,288
20710,ATL,3682,MSL,5756,N,289
20710,ATL,3682,PIB,5759,N,290
20710,ATL,3682,TUP,5773,N,291
20710,BIM,1937,FLL,3533,N,292
20710,ELH,1943,FLL,3533,N,293
20710,ELH,1943,PBI,3722,N,294
20710,EYW,3875,FLL,3533,N,295
20710,EYW,3875,RSW,3793,N,296
20710,EYW,3875,TPA,3646,N,297
20710,FLL,3533,BIM,1937,N,298
20710,FLL,3533,ELH,1943,N,299
20710,FLL,3533,EYW,3875,N,300
20710,FLL,3533,FPO,1948,N,301
20710,FLL,3533,GGT,1941,N,302
20710,FLL,3533,GHB,1944,N,303
20710,FLL,3533,MCO,3878,N,304
20710,FLL,3533,MHH,1930,N,305
20710,FLL,3533,TCB,1934,N,306
20710,FLL,3533,TPA,3646,N,307
20710,FPO,1948,FLL,3533,N,308
20710,GGT,1941,FLL,3533,N,309
20710,GGT,1941,GHB,1944,N,310
20710,GHB,1944,FLL,3533,N,311
20710,GLH,6130,TUP,5773,N,312
20710,GNV,3472,MCO,3878,N,313
20710,GNV,3472,TPA,3646,N,314
20710,JAX,3712,MHH,1930,N,315
20710,JAX,3712,TPA,3646,N,316
20710,LWB,6958,ATL,3682,N,317
20710,MCN,3754,ATL,3682,N,318
20710,MCN,3754,MCO,3878,N,319
20710,MCO,3878,FLL,3533,N,320
20710,MCO,3878,GNV,3472,N,321
20710,MCO,3878,MCN,3754,N,322
20710,MCO,3878,MHH,1930,N,323
20710,MCO,3878,PNS,3564,N,324
20710,MCO,3878,RSW,3793,N,325
20710,MCO,3878,TLH,3698,N,326
20710,MEI,4335,ATL,3682,N,327
20710,MHH,1930,FLL,3533,N,328
20710,MHH,1930,JAX,3712,N,329
20710,MHH,1930,MCO,3878,N,330
20710,MHH,1930,PBI,3722,N,331
20710,MSL,5756,ATL,3682,N,332
20710,PBI,3722,ELH,1943,N,333
20710,PBI,3722,MHH,1930,N,334
20710,PBI,3722,TPA,3646,N,335
20710,PIB,5759,ATL,3682,N,336
20710,PNS,3564,MCO,3878,N,337
20710,PNS,3564,TPA,3646,N,338
20710,RSW,3793,EYW,3875,N,339
20710,RSW,3793,MCO,3878,N,340
20710,TCB,1934,FLL,3533,N,341
20710,TLH,3698,MCO,3878,N,342
20710,TLH,3698,TPA,3646,N,343
20710,TPA,3646,EYW,3875,N,344
20710,TPA,3646,FLL,3533,N,345
20710,TPA,3646,GNV,3472,N,346
20710,TPA,3646,JAX,3712,N,347
20710,TPA,3646,PBI,3722,N,348
20710,TPA,3646,PNS,3564,N,349
20710,TPA,3646,TLH,3698,N,350
20710,TUP,5773,ATL,3682,N,351
20710,TUP,5773,GLH,6130,N,352
9818,AMS,580,NDR,5673,N,353
9818,AMS,580,TNG,1080,N,354
9818,BCN,1218,CMN,1074,N,355
9818,BCN,1218,NDR,5673,N,356
9818,BCN,1218,TNG,1080,N,357
9818,BGY,1525,CMN,1074,N,358
9818,BLQ,1538,CMN,1074,N,359
9818,BRU,302,CMN,1074,N,360
9818,BRU,302,NDR,5673,N,361
9818,BRU,302,TNG,1080,N,362
9818,CGN,344,NDR,5673,N,363
9818,CMN,1074,BCN,1218,N,364
9818,CMN,1074,BGY,1525,N,365
9818,CMN,1074,BLQ,1538,N,366
9818,CMN,1074,BRU,302,N,367
9818,CMN,1074,CUF,1534,N,368
9818,CMN,1074,LGW,502,N,369
9818,CMN,1074,LYS,1335,N,370
9818,CMN,1074,MPL,1359,N,371
9818,CMN,1074,SAW,4317,N,372
9818,CMN,1074,TLS,1273,N,373
9818,CMN,1074,TSF,1539,N,374
9818,CUF,1534,CMN,1074,N,375
9818,FEZ,1066,MPL,1359,N,376
9818,LGW,502,CMN,1074,N,377
9818,LGW,502,TNG,1080,N,378
9818,LYS,1335,CMN,1074,N,379
9818,MPL,1359,CMN,1074,N,380
9818,MPL,1359,FEZ,1066,N,381
9818,MPL,1359,NDR,5673,N,382
9818,NDR,5673,AMS,580,N,383
9818,NDR,5673,BCN,1218,N,384
9818,NDR,5673,BRU,302,N,385
9818,NDR,5673,CGN,344,N,386
9818,NDR,5673,MPL,1359,N,387
9818,NDR,5673,PMI,3998,N,388
9818,PMI,3998,NDR,5673,N,389
9818,SAW,4317,CMN,1074,N,390
9818,TLS,1273,CMN,1074,N,391
9818,TNG,1080,AMS,580,N,392
9818,TNG,1080,BCN,1218,N,393
9818,TNG,1080,BRU,302,N,394
9818,TNG,1080,LGW,502,N,395
9818,TSF,1539,CMN,1074,N,396
5002,AUA,2895,LSP,2844,N,397
5002,AUA,2895,MAR,2848,N,398
5002,BON,2896,CUR,2897,N,399
5002,CUR,2897,AUA,2895,N,400
5002,LSP,2844,AUA,2895,N,401
5002,MAR,2848,AUA,2895,N,402
3545,ASF,2966,DME,4029,N,403
3545,ASF,2966,LED,2948,N,404
3545,BHK,2980,DME,4029,N,405
3545,DME,4029,ASF,2966,N,406
3545,DME,4029,BHK,2980,N,407
3545,DME,4029,EGO,6156,N,408
3545,DME,4029,FEG,6149,N,409
3545,DME,4029,KSQ,6153,N,410
3545,DME,4029,NMA,6150,N,411
3545,DME,4029,NVI,6485,N,412
3545,DME,4029,SKD,2981,N,413
3545,DME,4029,TIV,1743,N,414
3545,EGO,6156,DME,4029,N,415
3545,FEG,6149,DME,4029,N,416
3545,KSQ,6153,DME,4029,N,417
3545,LED,2948,ASF,2966,N,418
3545,NMA,6150,DME,4029,N,419
3545,NVI,6485,DME,4029,N,420
3545,SKD,2981,DME,4029,N,421
3545,TIV,1743,DME,4029,N,422
11741,ANU,2874,PTP,2881,N,423
11741,CAY,2774,FDF,2878,N,424
11741,CUR,2897,SDQ,1762,N,425
11741,DOM,2877,PTP,2881,N,426
11741,DOM,2877,SXM,2899,N,427
11741,FDF,2878,CAY,2774,N,428
11741,FDF,2878,PTP,2881,N,429
11741,FDF,2878,SDQ,1762,N,430
11741,FDF,2878,SLU,2893,N,431
11741,PTP,2881,ANU,2874,N,432
11741,PTP,2881,DOM,2877,N,433
11741,PTP,2881,FDF,2878,N,434
11741,PTP,2881,SBH,6460,N,435
11741,PTP,2881,SDQ,1762,N,436
11741,PTP,2881,SFG,2879,N,437
11741,PTP,2881,SXM,2899,N,438
11741,SBH,6460,PTP,2881,N,439
11741,SDQ,1762,PTP,2881,N,440
11741,SDQ,1762,SXM,2899,N,441
11741,SFG,2879,PTP,2881,N,442
11741,SLU,2893,FDF,2878,N,443
11741,SXM,2899,DOM,2877,N,444
11741,SXM,2899,PTP,2881,N,445
11741,SXM,2899,SDQ,1762,N,446
4608,BHY,6351,XIY,3379,N,447
4608,CAN,3370,CKG,3393,N,448
4608,CAN,3370,CTU,3395,N,449
4608,CAN,3370,SPN,2244,N,450
4608,CGO,3375,CGQ,4380,N,451
4608,CGO,3375,CKG,3393,N,452
4608,CGO,3375,CTU,3395,N,453
4608,CGO,3375,HGH,3386,N,454
4608,CGO,3375,HRB,3400,N,455
4608,CGO,3375,KMG,3382,N,456
4608,CGO,3375,URC,3399,N,457
4608,CGQ,4380,CGO,3375,N,458
4608,CGQ,4380,NKG,3388,N,459
4608,CGQ,4380,TNA,4108,N,460
4608,CGQ,4380,TSN,3368,N,461
4608,CKG,3393,CAN,3370,N,462
4608,CKG,3393,CGO,3375,N,463
4608,CKG,3393,CSX,3371,N,464
4608,CKG,3393,CTU,3395,N,465
4608,CKG,3393,CZX,4109,N,466
4608,CKG,3393,DLC,3404,N,467
4608,CKG,3393,DYG,6353,N,468
4608,CKG,3393,HAK,4120,N,469
4608,CKG,3393,HGH,3386,N,470
4608,CKG,3393,HKT,3179,N,471
4608,CKG,3393,KHN,3384,N,472
4608,CKG,3393,KMG,3382,N,473
4608,CKG,3393,LHW,3378,N,474
4608,CKG,3393,LJG,4033,N,475
4608,CKG,3393,LXA,4097,N,476
4608,CKG,3393,NGB,3387,N,477
4608,CKG,3393,NKG,3388,N,478
4608,CKG,3393,NNG,3373,N,479
4608,CKG,3393,PEK,3364,N,480
4608,CKG,3393,PVG,3406,N,481
4608,CKG,3393,PZI,6435,N,482
4608,CKG,3393,SWA,4302,N,483
4608,CKG,3393,SYD,3361,N,484
4608,CKG,3393,SYX,4030,N,485
4608,CKG,3393,SZX,3374,N,486
4608,CKG,3393,TNA,4108,N,487
4608,CKG,3393,TSA,2275,N,488
4608,CKG,3393,TSN,3368,N,489
4608,CKG,3393,TYN,3369,N,490
4608,CKG,3393,URC,3399,N,491
4608,CKG,3393,WUH,3376,N,492
4608,CKG,3393,WUX,6390,N,493
4608,CKG,3393,XIY,3379,N,494
4608,CKG,3393,XNN,6366,N,495
4608,CKG,3393,YIH,6361,N,496
4608,CKG,3393,ZHA,6357,N,497
4608,CSX,3371,CKG,3393,N,498
4608,CSX,3371,CTU,3395,N,499
4608,CSX,3371,FOC,3385,N,500
4608,CSX,3371,KMG,3382,N,501
4608,CSX,3371,SHE,4144,N,502
4608,CSX,3371,WNZ,6392,N,503
4608,CSX,3371,XMN,3383,N,504
4608,CTU,3395,CAN,3370,N,505
4608,CTU,3395,CGO,3375,N,506
4608,CTU,3395,CKG,3393,N,507
4608,CTU,3395,CSX,3371,N,508
4608,CTU,3395,DCY,9310,N,509
4608,CTU,3395,DSN,6434,N,510
4608,CTU,3395,HAK,4120,N,511
4608,CTU,3395,HDG,8407,N,512
4608,CTU,3395,HET,6345,N,513
4608,CTU,3395,HFE,3389,N,514
4608,CTU,3395,HGH,3386,N,515
4608,CTU,3395,HKG,3077,N,516
4608,CTU,3395,HKT,3179,N,517
4608,CTU,3395,ICN,3930,N,518
4608,CTU,3395,JHG,3381,N,519
4608,CTU,3395,JIQ,8781,N,520
4608,CTU,3395,JZH,4301,N,521
4608,CTU,3395,KHN,3384,N,522
4608,CTU,3395,KMG,3382,N,523
4608,CTU,3395,KOW,6379,N,524
4608,CTU,3395,KWE,3394,N,525
4608,CTU,3395,LHW,3378,N,526
4608,CTU,3395,LJG,4033,N,527
4608,CTU,3395,LUM,6376,N,528
4608,CTU,3395,LXA,4097,N,529
4608,CTU,3395,LZY,6402,N,530
4608,CTU,3395,MEL,3339,N,531
4608,CTU,3395,NKG,3388,N,532
4608,CTU,3395,NNG,3373,N,533
4608,CTU,3395,PEK,3364,N,534
4608,CTU,3395,PVG,3406,N,535
4608,CTU,3395,PZI,6435,N,536
4608,CTU,3395,SHE,4144,N,537
4608,CTU,3395,SJW,6347,N,538
4608,CTU,3395,SYX,4030,N,539
4608,CTU,3395,SZX,3374,N,540
4608,CTU,3395,TAO,3390,N,541
4608,CTU,3395,TNA,4108,N,542
4608,CTU,3395,TSA,2275,N,543
4608,CTU,3395,TSN,3368,N,544
4608,CTU,3395,TYN,3369,N,545
4608,CTU,3395,URC,3399,N,546
4608,CTU,3395,WNZ,6392,N,547
4608,CTU,3395,WUH,3376,N,548
4608,CTU,3395,WUX,6390,N,549
4608,CTU,3395,WXN,6403,N,550
4608,CTU,3395,XIC,3396,N,551
4608,CTU,3395,XIY,3379,N,552
4608,CTU,3395,XMN,3383,N,553
4608,CTU,3395,XNN,6366,N,554
4608,CTU,3395,XUZ,4149,N,555
4608,CTU,3395,YIH,6361,N,556
4608,CTU,3395,YTY,8876,N,557
4608,CZX,4109,CKG,3393,N,558
4608,CZX,4109,HRB,3400,N,559
4608,CZX,4109,XMN,3383,N,560
4608,CZX,4109,ZUH,6355,N,561
4608,DAT,6344,TYN,3369,N,562
4608,DCY,9310,CTU,3395,N,563
4608,DLC,3404,CKG,3393,N,564
4608,DLC,3404,HGH,3386,N,565
4608,DLC,3404,HRB,3400,N,566
4608,DLC,3404,TNA,4108,N,567
4608,DLC,3404,XUZ,4149,N,568
4608,DNH,4308,LHW,3378,N,569
4608,DSN,6434,CTU,3395,N,570
4608,DSN,6434,SHE,4144,N,571
4608,DYG,6353,CKG,3393,N,572
4608,DYG,6353,NKG,3388,N,573
4608,FOC,3385,CSX,3371,N,574
4608,FOC,3385,XIY,3379,N,575
4608,GXH,9311,LXA,4097,N,576
4608,GXH,9311,XIY,3379,N,577
4608,HAK,4120,CKG,3393,N,578
4608,HAK,4120,CTU,3395,N,579
4608,HAK,4120,HGH,3386,N,580
4608,HAK,4120,NGB,3387,N,581
4608,HAK,4120,ZUH,6355,N,582
4608,HDG,8407,CTU,3395,N,583
4608,HET,6345,CTU,3395,N,584
4608,HFE,3389,CTU,3395,N,585
4608,HGH,3386,CGO,3375,N,586
4608,HGH,3386,CKG,3393,N,587
4608,HGH,3386,CTU,3395,N,588
4608,HGH,3386,DLC,3404,N,589
4608,HGH,3386,HAK,4120,N,590
4608,HGH,3386,KWE,3394,N,591
4608,HGH,3386,TSN,3368,N,592
4608,HGH,3386,TYN,3369,N,593
4608,HKG,3077,CTU,3395,N,594
4608,HKG,3077,YIH,6361,N,595
4608,HKG,3077,ZHA,6357,N,596
4608,HKT,3179,CKG,3393,N,597
4608,HKT,3179,CTU,3395,N,598
4608,HRB,3400,CGO,3375,N,599
4608,HRB,3400,CZX,4109,N,600
4608,HRB,3400,DLC,3404,N,601
4608,HRB,3400,NGB,3387,N,602
4608,HRB,3400,NKG,3388,N,603
4608,HRB,3400,NZH,6954,N,604
4608,HRB,3400,SJW,6347,N,605
4608,HRB,3400,TNA,4108,N,606
4608,HRB,3400,TSN,3368,N,607
4608,HRB,3400,WNZ,6392,N,608
4608,HRB,3400,WUH,3376,N,609
4608,HRB,3400,XIY,3379,N,610
4608,HRB,3400,XUZ,4149,N,611
4608,ICN,3930,CTU,3395,N,612
4608,JGN,6432,LHW,3378,N,613
4608,JHG,3381,CTU,3395,N,614
4608,JHG,3381,KMG,3382,N,615
4608,JIQ,8781,CTU,3395,N,616
4608,JJN,6386,KWE,3394,N,617
4608,JJN,6386,WUH,3376,N,618
4608,JZH,4301,CTU,3395,N,619
4608,KHG,3397,URC,3399,N,620
4608,KHN,3384,CKG,3393,N,621
4608,KHN,3384,CTU,3395,N,622
4608,KHN,3384,KMG,3382,N,623
4608,KHN,3384,NGB,3387,N,624
4608,KMG,3382,CGO,3375,N,625
4608,KMG,3382,CKG,3393,N,626
4608,KMG,3382,CSX,3371,N,627
4608,KMG,3382,CTU,3395,N,628
4608,KMG,3382,JHG,3381,N,629
4608,KMG,3382,KHN,3384,N,630
4608,KMG,3382,KWE,3394,N,631
4608,KMG,3382,LUM,6376,N,632
4608,KMG,3382,NGB,3387,N,633
4608,KMG,3382,NKG,3388,N,634
4608,KMG,3382,TAO,3390,N,635
4608,KMG,3382,TNA,4108,N,636
4608,KMG,3382,TPE,2276,N,637
4608,KMG,3382,WXN,6403,N,638
4608,KMG,3382,XIY,3379,N,639
4608,KMG,3382,XMN,3383,N,640
4608,KMG,3382,XUZ,4149,N,641
4608,KOW,6379,CTU,3395,N,642
4608,KOW,6379,XMN,3383,N,643
4608,KWE,3394,CTU,3395,N,644
4608,KWE,3394,HGH,3386,N,645
4608,KWE,3394,JJN,6386,N,646
4608,KWE,3394,KMG,3382,N,647
4608,KWE,3394,LHW,3378,N,648
4608,KWE,3394,SYX,4030,N,649
4608,KWE,3394,WNZ,6392,N,650
4608,KWE,3394,XUZ,4149,N,651
4608,KWL,3372,SJW,6347,N,652
4608,KWL,3372,SYX,4030,N,653
4608,LHW,3378,CKG,3393,N,654
4608,LHW,3378,CTU,3395,N,655
4608,LHW,3378,DNH,4308,N,656
4608,LHW,3378,JGN,6432,N,657
4608,LHW,3378,KWE,3394,N,658
4608,LHW,3378,TSN,3368,N,659
4608,LJG,4033,CKG,3393,N,660
4608,LJG,4033,CTU,3395,N,661
4608,LJG,4033,MIG,6400,N,662
4608,LUM,6376,CTU,3395,N,663
4608,LUM,6376,KMG,3382,N,664
4608,LXA,4097,CKG,3393,N,665
4608,LXA,4097,CTU,3395,N,666
4608,LXA,4097,GXH,9311,N,667
4608,LXA,4097,XIY,3379,N,668
4608,LXA,4097,XNN,6366,N,669
4608,LYI,6385,XIY,3379,N,670
4608,LZY,6402,CTU,3395,N,671
4608,MEL,3339,CTU,3395,N,672
4608,MIG,6400,LJG,4033,N,673
4608,MIG,6400,NKG,3388,N,674
4608,MIG,6400,SYX,4030,N,675
4608,MIG,6400,XNN,6366,N,676
4608,NGB,3387,CKG,3393,N,677
4608,NGB,3387,HAK,4120,N,678
